text,category
show me events in sacramento,recommendation_events
start the coffee machine,iot_coffee
what should i make for dinner,cooking_recipe
add email to existing contact,email_addcontact
get rid of everything on my calendar,calendar_remove
do i need to take an umbrella today,weather_query
please advise what the current news is on fox news,news_query
"ah it was great one, olly.",general_praise
the time difference between lagos and new york is what,datetime_convert
"that's useful, appreciated, olly.",general_praise
don't speak for a while,audio_volume_mute
just cancel please.,general_commandstop
i need to book rajdhani train ticket from mumbai to ahmedabad,transport_ticket
confirm the last thing said please.,general_confirm
can you tell me today's date,datetime_query
turn off the dining room,iot_hue_lightoff
play current episode,play_podcasts
create a new list for me please,lists_createoradd
next one please,play_podcasts
remove alarm if any,alarm_remove
"shit, i didn't ask for this.",general_negate
any new interests from linda,social_query
what have i got going on between three and four pm today,calendar_query
play station gx in the radio,play_radio
i think this was not correct.,general_negate
system please dim lights to dull blue,iot_hue_lightdim
can you tell me a joke,general_joke
open twitter type my complaint and post to @consumer service,social_post
hey play me a popular country song,play_music
"wait, you've understood me not right.",general_negate
network podcast,play_podcasts
change the lights in the living room to green and red,iot_hue_lightchange
on the radio it is time for good music,play_radio
play from favorites song,play_music
how many cm make one foot,qa_maths
"any one will be ok with me, olly.",general_dontcare
run the vacuum,iot_cleaning
start coffee machine,iot_coffee
text sarah if she is free for brunch today,email_sendemail
correct response to the command.,general_affirm
can you do name that tune,play_game
brighten the light of hall,iot_hue_lightup
send an email with the address you gave me to jean saying meet us here at eight pm,email_sendemail
refresh my list and tell me whats on it,lists_query
set on second january about soccer match of manchester,calendar_set
"you are the best, thank you so much, olly.",general_praise
in classic all music are there ever any singers,music_query
add jpearsonjessica@gmail dot com to email contacts,email_addcontact
olly skip song,music_settings
can you please check my last question.,general_confirm
shut off my living room plug socket,iot_wemo_off
send a complaint to my boss,social_post
live show reminders,social_query
rahul contact,email_querycontact
i've got dollars for the month how much can i spend every day this month,qa_maths
are there any good pizza places around here,recommendation_locations
ask me an arithmetic question,general_quirky
what's the best italian restaurant in atlanta,recommendation_locations
please lights less brighter,iot_hue_lightdim
switch to red colored lights,iot_hue_lightchange
what is a movie like star wars,recommendation_movies
i would like it to be able to compute answer from search results like wolfram alpha does,general_quirky
get me to my friends list,lists_query
start up league of legends for me,play_game
run vacuum cleaner,iot_cleaning
i want an alarm for three today,alarm_set
there is a pile of torn paper on the rug to suck up,iot_cleaning
resume harry potter book four,play_audiobook
olly will you stop please.,general_commandstop
let's play checkers,play_game
yeah it's confirmed.,general_affirm
send tweet via message to cardinal cafe and tell them their customer service is outstanding,social_post
have no idea regarding to what to do.,general_dontcare
what does it look like,qa_definition
give me all ice cream shops within two miles,recommendation_locations
have a moan at easyjet,social_post
am i going to need a jacket tomorrow,weather_query
you are smart.,general_praise
answer this mathematical question,qa_maths
base on my audiobook collection get me recommendation related audio book i should listen get and play me the resume,play_audiobook
turn the smart plug on,iot_wemo_on
when will my chinese food be delivered,takeaway_query
check the last thing said please.,general_confirm
breaking news fox news,news_query
"that's amazing work, i appreciate it.",general_praise
give me the reminders,calendar_query
this is of no importance to me.,general_dontcare
"well done,.",general_praise
play the next episode of adele's podcast,play_podcasts
the music volume should increase to ninety,audio_volume_up
play it louder,audio_volume_up
what was the date when the plum street temple in cincinnati ohio was built,qa_factoid
speak louder,audio_volume_up
my favourite music band is queen,music_likeness
book a train ticket from here to charleston west virginia at eight am today,transport_ticket
please can you check and confirm what just said.,general_confirm
tell me summary forecast microsoft stock forecast to thirty days ahead,qa_stock
clean the floor please,iot_cleaning
define transcendet,qa_definition
who takes less of duration of time for delivery,takeaway_query
puzzles and games app,play_game
play the latest seahawks podcast,play_podcasts
have stocks gone up or down today for walmart,qa_stock
what alarms do i got,alarm_query
put pencil on a new grocery list,lists_createoradd
"it is unimportant for me, olly.",general_dontcare
check if default alarm is set,alarm_query
send email to cat that i will accept job offer,email_sendemail
can i change this light to orange,iot_hue_lightchange
what are the current movies playing in me area,recommendation_movies
will you further elaborate me on what you have said please.,general_explain
"don't bother, olly.",general_dontcare
make a repeating reminder for tomorrow,calendar_set
set alarm for tomorrow six am,alarm_set
current currency rate,qa_currency
tell me when the hockey game tickets are for,calendar_query
play green day,play_music
schedule taxi pickup for monday at noon,transport_taxi
annie could you please search the internet and play the videos for cooking italian food,cooking_recipe
play music that are classical only,play_music
reply to the latest email,email_sendemail
lists i have,lists_query
how do you like being my assistant,general_quirky
remove cart list,lists_remove
disable my three pm alarm,alarm_remove
what is new,news_query
add this song to my favorite list,music_likeness
Play my favorite game by name naughty dog,play_game
turn lights off in living room,iot_hue_lightoff
start reading book,play_audiobook
what time is it in england,datetime_query
does the robot vacuum cleaner have to be plugged in,iot_cleaning
check if alarm is set for six am,alarm_query
tell me a joke please,general_joke
when is bank holiday,calendar_query
show me all the events happening in milan,recommendation_events
what song do i listen to the most,music_query
switch on the vacuum cleaner,iot_cleaning
what is the population of florida,qa_factoid
when is the next alarm,alarm_query
please give me today's date,datetime_query
give me the train time,transport_query
i want the light to be switched off,iot_hue_lightoff
i love that song who sings it,music_likeness
play this audiobook for me,play_audiobook
what's going on on fb,social_query
up the volume the sound is too low,audio_volume_up
mute yourself when i am in a meeting,audio_volume_mute
repeat what i've just said please.,general_repeat
olly would you please shut up.,general_commandstop
book my train ticket from las vegas to los angeles,transport_ticket
turn up the light,iot_hue_lightup
can you tell me a latest news,news_query
can you prepare a cheese sandwich,cooking_recipe
darker lights please,iot_hue_lightdim
set an alarm for eight am,alarm_set
go to social media and post the following status,social_post
let me know about current traffic in carmen drive,transport_traffic
please find out of charley's steakhouse delivers,takeaway_query
can you bright the lights please,iot_hue_lightup
march fifth is john's birthday please place this on the calendar,calendar_set
Show current local events,recommendation_events
what is currently trending on twitter,social_query
please inform me of any new status updates,social_query
light color change,iot_hue_lightchange
remove the alarm for tomorrow,alarm_remove
how long until my order is ready,takeaway_query
"you have done it correctly musch appreciated, olly.",general_praise
give me the time,datetime_query
tune into ninety nine point five fm,play_radio
make me coffee now,iot_coffee
too private,general_quirky
i would love the wemo socket to not be active right now,iot_wemo_off
are there any meetings set for next wednesday,calendar_query
please set a reminder alarm for three pm on Saturday,alarm_set
i would like to hear the last you just said again.,general_repeat
you have done command exactly.,general_affirm
i need some ambiance please,iot_hue_lightchange
what will the weather be like in austin on march sixteenth,weather_query
does pf changs do takeout,takeaway_query
please check this info on geographics for me,general_quirky
are there any available train tickets to reserve,transport_query
show up the events for me today,calendar_query
i am exhausted from work,general_quirky
i would like to know the train timings to bournemouth tomorrow,transport_query
find john smith from alabama,email_querycontact
its too bright in here,iot_hue_lightdim
can you tell me the price of google stock,qa_stock
please help serve me coffee with a no sugar,iot_coffee
"that is all, stop it.",general_commandstop
play me the latest podcast about online surveys,play_podcasts
is traffic to work clear,transport_traffic
i have no idea regarding to which to select.,general_dontcare
delete all events in calendar,calendar_remove
save my opinion on adele's song,music_likeness
outlet off,iot_wemo_off
are there any events on my calendar for this week,calendar_query
remind me of my twelve oclock meeting by eleven thirty,calendar_set
get news about new foreign policy,news_query
"olly that is enough, stop it.",general_commandstop
open uber and book a car for twelve o'clock,transport_taxi
find me the perfect girlfriend,qa_factoid
"that's all, just cancel it.",general_commandstop
check the weather app to see if,weather_query
convert current time from g. m. t. to est,datetime_convert
silence,audio_volume_mute
remind me at the start of each month,calendar_set
show time in china,datetime_query
what date is today,datetime_query
equalize the bass of this music,music_settings
select the item,lists_createoradd
do i have any calendar events this month,calendar_query
read my lists to me,lists_query
read list for me please,lists_query
initiate the robot vacuum cleaner,iot_cleaning
play audio,play_audiobook
please convert the time of here at nine pm to brasil time zone,datetime_convert
google uber,transport_taxi
stop play,play_audiobook
mute the sound,audio_volume_mute
get rid of tax list from nineteen ninety,lists_remove
play music now from radio plus,play_radio
check last thing said please.,general_confirm
pick up dry cleaning tomorrow,lists_createoradd
get me a ticket to boston,transport_ticket
say joke,general_joke
i want to listen to the podcast of the super bowl this past year,play_podcasts
i need to find a gift what stores are within a one mile radius,recommendation_locations
erase my appointment for march seven,calendar_remove
book an outstation cab for tomorrow,transport_taxi
play yesterday's hot ninety seven morning show,play_radio
what movies are out this week,recommendation_movies
what are movies that are playing near me with high reviews,recommendation_movies
what time does the train depart from downtown los angeles to santa barbara,transport_query
open fm,play_radio
keep that song for when i need cheering up,music_likeness
i need oranges added to my grocery list,lists_createoradd
start a game and play with me,play_game
set lights to full power,iot_hue_lightup
turn the vibrate off from speaker,audio_volume_mute
how's the traffic,transport_traffic
send me the last list uploaded,lists_query
check the current playing music title,music_query
did i add milk to the shopping list,lists_query
can you give me the time in this time zone,datetime_query
play this podcast,play_podcasts
search for a train ticket to newcastle,transport_ticket
what is five minus one,qa_maths
please send a voice mail to mr richard office about meting him on first of february twenty seventeen at five pm,email_sendemail
start angry bird,play_game
lower the lights in the room,iot_hue_lightdim
"uhh no, that's not what i am searching for.",general_negate
please resume this playback in audiobook,play_audiobook
it is very hot today is not it,weather_query
brighten my bedroom light,iot_hue_lightup
make me a cappuccino,iot_coffee
add that song to my playlist,music_likeness
set lights to twenty percent,iot_hue_lightchange
turns my son's room lights off,iot_hue_lightoff
should i go through the valley or on the ten to get to westwood,transport_traffic
wake me up at five am,alarm_set
olly please read me today's news,news_query
turn on my michael jackson playlist,play_music
tweet british airways that my last flight from chicago to london was delayed,social_post
what is the weather for the school week,weather_query
beg your pardon.,general_repeat
update work out list with new items,lists_createoradd
fun things to do today,recommendation_events
find me the earliest train ticket departing friday morning to miami,transport_ticket
do i have a dentist appointment on monday morning,calendar_query
add email address iamironman@gmail dot com,email_addcontact
what is the time difference between my location and hong kong,datetime_convert
Is it going to be windy on Saturday in denver,weather_query
Explain object,qa_definition
will you rephrase me on what you've just said again please.,general_explain
yeap that was wonderful.,general_affirm
raise the volume of the speakers to fifty five percent,audio_volume_up
start robo vac,iot_cleaning
schedule a lunch meeting with brent on Wednesday at noon,calendar_set
play my bookmarked audiobook,play_audiobook
mute immediately,audio_volume_mute
give me the opening stock price of acer computers,qa_stock
sorry but it was not the correct response.,general_negate
what are the news stories on the cnn website,news_query
i need you to set an alarm,alarm_set
any activity in the area,recommendation_events
would you again explain the last sentence to me please.,general_explain
describe texture,qa_definition
find out if the olive garden will let me do takeaway,takeaway_query
clear my activities list for today,lists_remove
please solve this math,qa_maths
play the last played audiobook,play_audiobook
today i couldn't find my phone,general_quirky
how far is orlando from my house,transport_query
order a pizza,takeaway_order
send will do thanks to john as a reply to his last message,email_sendemail
i would like to make a post on times twitter,social_post
check the status of my order,takeaway_query
badminton,recommendation_events
what day does my birthday fall on next year,datetime_query
tell me about mary s. in my contacts,email_querycontact
can you mute my speaker,audio_volume_mute
play a podcast about latest yoga videos,play_podcasts
give me the opening stock price of sony,qa_stock
please remove apples from my grocery list,lists_remove
cancel business meeting on wednesday,calendar_remove
find a taxi to book,transport_taxi
turn the lights off,iot_hue_lightoff
let's do math,qa_maths
i did not want you to send that text yet wait until i say send,email_sendemail
best energy food for gym,cooking_recipe
check email client,email_query
which stock markets have lowered in the past three hours,qa_stock
i want to hear surfin usa,play_music
what does i seventy five look like,transport_traffic
please turn off all the lights outdoor,iot_hue_lightoff
let me know about the alarms you set,alarm_query
"you are my hero, appreciated.",general_praise
what is the title of the song,music_query
open vacuum cleaner,iot_cleaning
crack a joke,general_joke
call an uberpool to get me at long island bar,transport_taxi
train times location,transport_query
flag two day after this day as my holiday,calendar_set
what is the correct time,datetime_query
dim the lighting in my living room,iot_hue_lightdim
please delete my lunch date from the march twenty third schedule,calendar_remove
sorry but that's not the correct response.,general_negate
give me lists,lists_query
if switch is on then turn on else turn off,iot_wemo_on
will it rain,weather_query
add paav bhaji in menu card,lists_createoradd
can you find my lists,lists_query
what is the sum of fifteen ninety nine dollars and six sixty five dollars,qa_maths
create a meeting event in my calendar,calendar_set
delete the meeting alarm at two pm on tuesday,alarm_remove
play audiobook of planets,play_audiobook
how much is apple stock worth,qa_stock
pull up the complaint website for starbucks,social_post
show me this week's forecast,weather_query
cnn,news_query
book a ticket to ny by train,transport_ticket
turn on my pandora radio,play_radio
stop repeating this song,music_settings
bring the lights down a bit,iot_hue_lightdim
"that's cool,.",general_praise
period the light should be in dim,iot_hue_lightdim
will I need a raincoat when I go to glasgow on sunday,weather_query
the song playing now is released by which artist,music_query
hello i would like to know whether you provide home delivery services,takeaway_query
what's happening near me this week,recommendation_events
give me directions for the place,transport_query
i would like the recipe for baked chicken,cooking_recipe
when did i place my order and what was the projected time it would take,takeaway_query
please skip two songs,music_settings
play the song title,play_music
make a list of all the clothing range available on ralph and lauren,lists_query
hello what time it is now,datetime_query
i want to and my email address,email_addcontact
dim the lights in the living room,iot_hue_lightdim
please tell me it one more again.,general_repeat
what is the phone number for the nearest location of church's chicken,takeaway_query
what is next in my calendar,calendar_query
what lists available,lists_query
check email for otp sent by my bank,email_query
where is my meeting at nine am,calendar_query
please repeat the last sentence from that book,play_audiobook
what music is it,music_query
provide wall street journal news,news_query
do homework for me please,general_quirky
hey order me some take out from jason's deli,takeaway_order
whats up with my takeaway,takeaway_query
suggest movies and songs that i would like but that aren't necessarily like ones i've already said i like,recommendation_movies
i would like to listen to this programme on radio,play_radio
"thanks for the response, olly.",general_praise
show us red,iot_hue_lightchange
what clothing shops are close to my current location,recommendation_locations
vitaly channel,play_podcasts
open sirius app and play the classical channel,play_radio
i would like you to check the question please.,general_confirm
remove that event from list,lists_remove
call taxi,transport_taxi
disable the alarm at ten am,alarm_remove
what's thirteen plus fourteen,qa_maths
what an umbrella means,qa_definition
olly please shut down.,general_commandstop
decrease the volume to ten,audio_volume_down
how much is twenty two usd in euros,qa_currency
who is the president of america,qa_factoid
"olly that's all, just stop.",general_commandstop
clear up my calendar,calendar_remove
start next episode playing,play_podcasts
let me know if i get a new personal message from martha on facebook today,social_query
ten past seven,datetime_query
what are the jobs to be done today,lists_query
"thank you, olly.",general_praise
"s2, i am unclear about it.",general_explain
update alarm,alarm_set
would you explain further on it to me please.,general_explain
olly would you please shut off.,general_commandstop
play miley cyrus radio,play_radio
olly skip two songs,music_settings
olly i like you cancel it.,general_commandstop
how much has hp stock gone up,qa_stock
send a mail to alex asking about the due payment,email_sendemail
get me new definition,qa_definition
actually what is the life style of sahara desert,qa_factoid
find stock price for name,qa_stock
i'd like to hear what you have said again.,general_repeat
play next on podcast,play_podcasts
please turn on radio on seven am,play_radio
bring up all the runner lights,iot_hue_lightup
mark this song as a favorite,music_likeness
i would like you check and confirm it please.,general_confirm
please let me know about current traffic in carmen drive,transport_traffic
set a meeting with tom tomorrow at seven pm,calendar_set
how strong is the dollar compared to the peso,qa_stock
what is the departure time for the next train leaving new york city,transport_query
train times to new york,transport_query
"oops, i think this was not the right response.",general_negate
get rid of the first three events in my calendar,calendar_remove
take note of today as my first date with bob,calendar_set
grocery list add eggs,lists_createoradd
check and confirm the instruction please.,general_confirm
tell me what is on my calendar for tomorrow,calendar_query
you should reply to the mail,email_sendemail
enable shuffle,music_settings
can you reply to the email,email_sendemail
time to sleep,iot_hue_lightoff
place an order for a pepperoni pizza at papa johns,takeaway_order
any new emails for me,email_query
"that's good one, thank you very much, olly.",general_praise
please delete the last song that played from the playlist,lists_remove
this is a nice song,music_likeness
Show me popular exchange rates,qa_currency
i need a recipe for spaghetti,cooking_recipe
add this new email with contact,email_addcontact
did you get last thing said correctly?,general_confirm
i like this song,music_likeness
lower lights,iot_hue_lightdim
"you are awesome,.",general_praise
don't care.,general_dontcare
i am sorry but you did not interpret command right.,general_negate
save chhana mereya song in my playlist,music_likeness
what's around me,recommendation_locations
i need to hear that sentence again.,general_repeat
control lights turn off room lights,iot_hue_lightoff
i dont want sound,audio_volume_mute
i need to know about the height of mount everest,qa_factoid
can you just cancel please.,general_commandstop
turn the robot vacuum cleaner on,iot_cleaning
when did mount saint helens last erupt,qa_factoid
list the latest apple stock prices,qa_stock
olly please can you shut off.,general_commandstop
what is my schedule for tomorrow morning,calendar_query
repeat the music,music_settings
list new emails,email_query
what is in a curry,cooking_recipe
send an email to mom subject weather body what is the weather like there this week,email_sendemail
do the knicks have a game at home tonight,calendar_query
to which event can i go in milan now,recommendation_events
turn off the light,iot_hue_lightoff
how do i book a train ticket online,transport_query
please put bread on the grocery list,lists_createoradd
can you please further elaborate what you just said.,general_explain
hey call the nearest chinese restaurant for a takeaway,takeaway_order
my all time favorite song is something like this from chainsmokers,music_likeness
find the joke about the orange and the banana,general_joke
i don't want eggs,lists_remove
greg wants black coffee can you make one,iot_coffee
decrease brightness,iot_hue_lightdim
please tell me that one more again.,general_repeat
whats the weather like right now in new york,weather_query
can i get delivery from here,takeaway_query
where is the best mechanic in eagle point,recommendation_locations
when is the next train to new york,transport_query
tweet @phohouse your server was rude #badpho,social_post
anything is good to me.,general_dontcare
i need to order some food from papa john's,takeaway_order
light off,iot_hue_lightoff
what highly rated movies are playing this weekend,recommendation_movies
what events are scheduled this week,calendar_query
what song do i play most,music_query
delete every event,calendar_remove
i want to know the procedure of making thanksgiving turkey in five sentences,cooking_recipe
i want to play blackjack,play_game
make my lights blue,iot_hue_lightchange
play the newest morning show podcast,play_podcasts
hey sound is low can you tune it up,audio_volume_up
yeah please.,general_affirm
please keep everything i have on this song,music_likeness
yeah that's confirmed.,general_affirm
send a taxi to come pick me up from my location,transport_taxi
from where can i get a train ticket for athens,transport_query
i dont want any alarms,alarm_remove
erase my appointment with ted,calendar_remove
could you calculate five plus five,qa_maths
have no idea regarding to which to choose.,general_dontcare
olly i like you cancel.,general_commandstop
what's on my list to do today,lists_query
get me a car,transport_taxi
play mindsweeper with me,play_game
what time can i pick up my food,takeaway_query
convert new york time to london,datetime_convert
could you make a train ticket for me,transport_ticket
use that email address as a contact,email_addcontact
please start vacuuming,iot_cleaning
set alarm at nine am on next sunday,alarm_set
i would like my to tell me the trend on foreign exchange rates,qa_currency
tweet your waiting time sucks tag koc,social_post
would you please check and confirm what i last said.,general_confirm
show me the demographic growth rate of switzerland in the last ten years,qa_factoid
i want the smart socket off now,iot_wemo_off
when is the next train to london,transport_query
how are stocks for google,qa_stock
please try your last sentence you said once again.,general_repeat
please remind to sleep at nine pm,calendar_set
do not wake me up tomorrow,alarm_remove
what time does the train to iowa leave,transport_query
find a taxi to go home,transport_taxi
start vacuuming,iot_cleaning
yeap you've got command correcly.,general_affirm
i want to listen to treasure island by robert louis stevenson,play_audiobook
i would like to start this new audiobook,play_audiobook
what did the s n. p close out at,qa_stock
"that does not really matter with me, olly.",general_dontcare
open the contact alex in phonebook,email_querycontact
open terry's email,email_sendemail
what's the time in new york,datetime_query
what is the time difference between here and japan,datetime_convert
please give me the latest feed updates,social_query
i don't really mind to choose any one.,general_dontcare
describe the statue of liberty,qa_definition
continue playing where I left off,play_audiobook
when is trolls playing,recommendation_movies
stop wake up calls for this week,alarm_remove
play the next episode of this series,play_podcasts
would you confirm the detail.,general_confirm
do you have any suggestion action movies,recommendation_movies
please go to settings of the music player and make the equalizer in the flat sound mode,music_settings
write a tweet to this company,social_post
you had me incorrectly.,general_negate
i really enjoy rock and roll,music_likeness
could you please book me a taxi going to location,transport_taxi
start making a coffee,iot_coffee
what happened to charlie chaplin,general_quirky
how many countries are in the european union,qa_factoid
have any suggestions for local italian food,recommendation_locations
how deep is the deepest point of the grand canyon,qa_factoid
tell me what's going on with facebook,social_query
turn on the coffee pot,iot_coffee
have i set any alarm for today,alarm_query
what alarms are upcoming,alarm_query
is the four hundred and thirty pm train running late,transport_query
how would you describe the sun,qa_definition
i want to dance to the tune of raghu dixit,play_music
play a party music list,play_music
send a tweet to safeway about water in my gas,social_post
i want the robot vacuum cleaner to start at one pm today,iot_cleaning
please save the remarks i have on this current song,music_likeness
who is singing the song i am listening to right now,music_query
please tell me who is going to win the nba championship,general_quirky
please tell me how many emails i have,email_query
please call the golden fork and tell them to deliver one portion of the fish risotto,takeaway_order
where is los angeles,qa_factoid
set meeting with joanna on Saturday four pm,calendar_set
"anything is fine to me, olly.",general_dontcare
how old is joanne,email_querycontact
i want to play fifa seventeen,play_game
what is the best italian restaurant around here,recommendation_locations
olly would you shut off.,general_commandstop
recipes,cooking_recipe
turn on when plugged in else turn off,iot_wemo_on
play bbc radio,play_radio
call a uber in thirty minutes,transport_taxi
turn wemo plug socket off,iot_wemo_off
how much is the us dollar versus the pound,qa_currency
yeap right response.,general_affirm
play latest reason podcast,play_podcasts
"you did awesome work, thank you so much.",general_praise
start game temple runner,play_game
please do not answer,audio_volume_mute
please elaborate once again to me.,general_explain
how is traffic,transport_traffic
please say what you've just said once again.,general_repeat
start house cleanup,iot_cleaning
i want to hear purple haze,play_music
i want to hear the latest podcast episode of s town,play_podcasts
do not mind to choose any one.,general_dontcare
by switch off,iot_hue_lightoff
turn on notification for all news on the stock market,qa_stock
quiet mode four hours,audio_volume_mute
"it was nice job, thank you so much.",general_praise
did apple stocks go up or down,qa_stock
how many species of bees are there in the united states,qa_factoid
movies making money,general_quirky
can you reset.,general_repeat
please confirm it.,general_confirm
i want it to be able to tell me statistics about things it's done for me like how often i've eaten out this month,general_quirky
play netflix on my ps four,play_radio
what plays are showing at the theatre,recommendation_events
turn off my wemo socket,iot_wemo_off
i want to hear tum hi ho next,play_music
evaluate today's schedule,lists_query
what's the weather supposed to be like on wednesday,weather_query
sound off please,audio_volume_mute
turn on alarm thirty minutes before liverpool started to play,alarm_set
what did you mean by that.,general_explain
really i would not mind.,general_dontcare
good restaurants,general_quirky
are there any veg restaurants in phoenix,recommendation_locations
mute the living room speakers,audio_volume_mute
add a new contact for daniel bell dbell@aol dot com,email_addcontact
start podcast from my favorites list,play_podcasts
make the speaker volume on maximum,audio_volume_up
tell me the funniest joke that was ever told,general_joke
i want to mute the speaker,audio_volume_mute
cnn headlines,news_query
how many miles in five kilometers,qa_maths
taxi now,transport_taxi
"i appreciate it, that's great job.",general_praise
check for recent news stories on msnbc,news_query
please mute the speakers,audio_volume_mute
turn off the six am alarm for Wednesday,alarm_remove
yes it was perfect.,general_affirm
get me resume of newest release audio book,play_audiobook
make the bedroom lights red and the hall lights normal color please,iot_hue_lightchange
play from smashing pumpkins,play_music
show me share price of facebook,qa_stock
where does joe joe live,email_querycontact
can you play my favorite music,play_music
i need to see if i got any new email,email_query
does peking garden take orders over the phone,takeaway_query
can you get me news from ny times,news_query
what is the exchange rate between the dollar and the euro currently,qa_currency
veganism,general_quirky
give details about the current traffic,transport_traffic
lower volume to half,audio_volume_down
book a train ticket to charleston west virginia eight am,transport_ticket
you did it exactly.,general_affirm
what are the details on umf,general_quirky
find me a recipe of spaghetti,cooking_recipe
turn the volume up,audio_volume_up
tell me the local events,recommendation_events
i can't hear just increase the volume,audio_volume_up
is there any post from my friend mike in facebook,social_query
what is the definition of session,qa_definition
turn my audio higher,audio_volume_up
will you turn the alarm off for me,alarm_remove
may you please pull up information about a contact,email_querycontact
list new,lists_createoradd
i am unclear about your response.,general_explain
i like rock music,music_likeness
what's on my list,lists_query
start dune from where i left off,play_audiobook
what does formidable mean,qa_definition
initiate to operate robot vacuum cleaner,iot_cleaning
i want the complete weather details of seventh march,weather_query
i am forever hip hop,music_likeness
i can't see let's make it brighter,iot_hue_lightup
rephrase me about what you've said further please.,general_explain
i need ninety nine point five please,play_radio
please set the alarm for eight pm wednesday evening,alarm_set
i want to play a game,play_game
what can i do in berlin,recommendation_events
i would love a less bright up room,iot_hue_lightdim
what is eastern standard time right noe,datetime_query
can you tell me how to measure my shoe size,general_quirky
what is on my to do list today,lists_query
what asian restaurants nearby offer to go food,takeaway_query
speak the last words one more time please.,general_repeat
are there any accidents today,transport_traffic
deadpool,recommendation_movies
can you tell me what an chaise is,qa_definition
open a reply message,email_sendemail
rate u. s. d. to g. b. p.,qa_currency
what's the weather in toronto today,weather_query
can you confirm instruction.,general_confirm
i want to order a takeaway from papa john's,takeaway_order
save that email as a new contact,email_addcontact
what are my lists so far,lists_query
how many three are available in twenty seven,qa_maths
do i have any emails from katherine,email_query
don't mind to choose any one.,general_dontcare
look for a taxi to go home,transport_taxi
what can i substitute butter with,cooking_recipe
delete bread from shopping list,lists_remove
make lights brightener,iot_hue_lightup
please will you check details.,general_confirm
place family phone on instagram,social_post
what is happening now,recommendation_events
tell me about the stock for shell,qa_stock
hey read any email to me,email_query
how is a typhoon defined,qa_definition
list shops in douglasville ga,recommendation_locations
set alarm for reminder,alarm_set
play melody songs,play_music
did i set an alarm to wake up in the morning,alarm_query
i need to know where to get chicken wings in benton ar,recommendation_locations
hey today i was fired from my job,general_quirky
make the volume lower,audio_volume_down
progress from the last paused point of my audio book,play_audiobook
find me the recipe for a cake,cooking_recipe
play solitaire with me,play_game
please find all name start with alphabetic of g and create a list,lists_createoradd
remove alarms set for tomorrow,alarm_remove
brighten the lights on the front porch,iot_hue_lightup
will i need an umbrella tomorrow,weather_query
is trump tweeting today,social_query
how do i make tuna casserole from scratch,cooking_recipe
have you made a mistake.,general_explain
show me all of my active alarms,alarm_query
please would you shut up.,general_commandstop
i want to see the news,news_query
can you order me some buffalo chicken pizza,takeaway_order
tell me today's direction,transport_query
what temperature should a baked chicken be,cooking_recipe
what is the status on my latest order,takeaway_query
do we add rosemary in pasta,cooking_recipe
please make me wake up at four am tomorrow,alarm_set
set an alarm for me at eight am,alarm_set
what is my recent email activity,email_query
what is there to do in new york city,recommendation_events
order food,takeaway_order
why does tom izzo look like a whiny bitch when his team plays,general_quirky
the location is my office,calendar_set
check my twitter notification,social_query
make me a strong cup of coffee,iot_coffee
remove apples from my shopping list,lists_remove
please further rephrase it.,general_explain
tell me the simple interest of seven with interest in two year,qa_maths
get louder,audio_volume_up
you've done the command right.,general_affirm
show me the available colours of lights,iot_hue_lightchange
turn down lights,iot_hue_lightdim
remove soccer list from notes,lists_remove
"that is all, just cancel.",general_commandstop
turn the speakers down to five percent,audio_volume_down
where is a good place to eat in seattle,recommendation_locations
please update me the traffic status,transport_traffic
stock please,qa_stock
i need a train ticket traveling to new york in may,transport_ticket
"s1, would you please further clarify me on your answers.",general_explain
calculate two plus 29,qa_maths
is there any traffic right now,transport_traffic
remind me later,calendar_set
"hmm, you gave me not correct information.",general_negate
name stores within ten mile radius with music,recommendation_locations
is anything trending on social media today,social_query
post this on my facebook,social_post
do you know the definition of school,qa_definition
i would be happy if you update me the events going on our area,recommendation_events
play the bob and tom show,play_radio
what is time now in california,datetime_query
would you please confirm that.,general_confirm
find recent events of the celebrity,general_quirky
you've understood command perfectly.,general_affirm
yes you get your understanding perfectly.,general_affirm
give me time,datetime_query
what is the time train coming from sacramento,transport_query
help me start my kitchen list,lists_createoradd
yes the command is confirmed.,general_affirm
book swan resume,play_audiobook
playback tom clancy splinter cell,play_audiobook
olly could you shut up please.,general_commandstop
what are the train times from san francisco to new york,transport_query
please repeat the current song is being played,music_settings
find me the latest podcast about president trump and his immigration ban,play_podcasts
silence please,audio_volume_mute
whatever would be good.,general_dontcare
tell me when it is five pm,alarm_set
please make coffee,iot_coffee
turn off my wemo plug socket,iot_wemo_off
please place my new email address to the contact,email_addcontact
don't respond for fifty seconds,audio_volume_mute
will you please mute my speakers,audio_volume_mute
"well done, musch appreciated.",general_praise
did you get the detail correctly?,general_confirm
macdonald shops,takeaway_order
and the darkness has fallen,iot_hue_lighton
stop making sounds for forty minutes,audio_volume_mute
play for me american idol on television,play_radio
remove my morning alarm,alarm_remove
dim the living room lights,iot_hue_lightdim
"whatever, olly.",general_dontcare
what lists do i have queried,lists_query
what is six minus four,qa_maths
check for all the movie theater prices and availability for a newly released movie in my location,recommendation_movies
can you look up train ticket prices for me,transport_query
when was the last alarm set,alarm_query
pick up we left off on battle royale,play_audiobook
define the word novel,qa_definition
buy an acela train ticket on thursday,transport_ticket
change the overhead light to orange,iot_hue_lightchange
add eggs to list,lists_createoradd
